Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_downloads.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_downloads.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_downloads.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_downloads.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_downloads.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_downloads.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Executed: update_installed_apps with value: installed,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_filters.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_filters.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_filters.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_filters.png' after 3 consecutive attempts.,message,application
Executed: install_app with value: facebook,message,application
Executed: install_app with value: facebook,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Executed: update_installed_apps with value: installed,message,application
Executed: open_gmail with value: gmail,message,application
Executed: compose_new_email with value: ,message,application
Executed: compose_new_email with value: ,message,application
Executed: open_gmail with value: gmail.com,message,application
Executed: open_gmail with value: gmail.com,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Failed to find element 'd:\CODES\PROJECTS\PC ASSISTANT\APP\MODEL 5\AI-PC-Assist\dataset\button\ms_store_update_all.png' after 3 consecutive attempts.,message,application
Executed: update_installed_apps with value: installed,message,application
